rank,player-name,rank-position,year signed,age,year 2,value,average/year
1,Clay Matthews Jr.,Outside Linebacker,2013-2018 (FA: 2019),26,5,"$66,000,000","$13,200,000"
13,Anthony Spencer,Outside Linebacker,2013-2013 (FA: 2014),28,1,"$10,627,200","$10,627,200"
2,James Laurinaitis,Inside Linebacker,2013-2017 (FA: 2018),25,5,"$41,500,000","$8,300,000"
3,Paul Kruger,Outside Linebacker,2013-2017 (FA: 2018),27,5,"$40,500,000","$8,100,000"
5,Dannell Ellerbe,Outside Linebacker,2013-2017 (FA: 2018),27,5,"$35,000,000","$7,000,000"
4,Connor Barwin,Outside Linebacker,2013-2018 (FA: 2019),26,6,"$36,000,000","$6,000,000"
6,Elvis Dumervil,Outside Linebacker,2013-2017 (FA: 2018),29,5,"$26,000,000","$5,200,000"
6,Philip Wheeler,Outside Linebacker,2013-2017 (FA: 2018),28,5,"$26,000,000","$5,200,000"
16,Dwight Freeney,Outside Linebacker,2013-2014 (FA: 2015),33,2,"$8,750,000","$4,375,000"
18,Osi Umenyiora,Outside Linebacker,2013-2014 (FA: 2015),31,2,"$8,500,000","$4,250,000"
8,Barkevious Mingo,Outside Linebacker,2013-2016 (FA: 2017),22,4,"$16,347,001","$4,086,750"
9,Erik Walden,Outside Linebacker,2013-2016 (FA: 2017),27,4,"$16,000,000","$4,000,000"
12,Brad Jones,Inside Linebacker,2013-2015 (FA: 2016),26,3,"$11,250,000","$3,750,000"
14,A.J. Hawk,Outside Linebacker,2013-2015 (FA: 2016),28,3,"$10,600,000","$3,533,333"
10,Nick Roach,Inside Linebacker,2013-2014 (FA: 2015),27,4,"$13,000,000","$3,250,000"
15,DeAndre Levy,Outside Linebacker,2013-2015 (FA: 2016),25,3,"$9,750,000","$3,250,000"
22,Rey Maualuga,Inside Linebacker,2013-2014 (FA: 2015),26,2,"$6,500,000","$3,250,000"
38,Jon Beason,Inside Linebacker,2013-2013 (FA: 2014),27,1,"$3,250,000","$3,250,000"
11,Manny Lawson,Outside Linebacker,2013-2016 (FA: 2017),28,4,"$12,000,000","$3,000,000"
25,Kevin Burnett,Outside Linebacker,2013-2014 (FA: 2015),30,2,"$5,250,000","$2,625,000"
20,Junior Galette,Outside Linebacker,2013-2015 (FA: 2016),24,3,"$7,500,000","$2,500,000"
28,John Abraham,Outside Linebacker,2013-2014 (FA: 2015),35,2,"$4,600,000","$2,300,000"
60,Karlos Dansby,Inside Linebacker,2013-2013 (FA: 2014),31,1,"$2,250,000","$2,250,000"
29,James Harrison,Outside Linebacker,2013-2014 (FA: 2015),34,2,"$4,450,000","$2,225,000"
17,Jarvis Jones,Outside Linebacker,2013-2016 (FA: 2017),23,4,"$8,705,502","$2,176,376"
23,Kaluka Maiava,Inside Linebacker,2013-2015 (FA: 2016),26,3,"$6,000,000","$2,000,000"
33,Erin Henderson,Inside Linebacker,2013-2014 (FA: 2015),26,2,"$4,000,000","$2,000,000"
19,Bjoern Werner,Outside Linebacker,2013-2016 (FA: 2017),22,4,"$7,896,398","$1,974,100"
24,Larry Foote,Inside Linebacker,2013-2015 (FA: 2016),32,3,"$5,500,000","$1,833,333"
21,Alec Ogletree,Inside Linebacker,2013-2017 (FA: 2018),21,4,"$7,030,034","$1,757,509"
37,Jasper Brinkley,Inside Linebacker,2013-2014 (FA: 2015),27,2,"$3,500,000","$1,750,000"
69,D.J. Williams,Inside Linebacker,2013-2013 (FA: 2014),30,1,"$1,750,000","$1,750,000"
38,Ashlee Palmer,Outside Linebacker,2013-2014 (FA: 2015),26,2,"$3,250,000","$1,625,000"
27,Lorenzo Alexander,Outside Linebacker,2013-2015 (FA: 2016),29,3,"$4,620,000","$1,540,000"
41,Victor Butler,Outside Linebacker,2013-2014 (FA: 2015),25,2,"$3,000,000","$1,500,000"
