rank,player-name,rank-position,year signed,age,year 2,value,average/year
1,Elvis Dumervil,Outside Linebacker,2010-2015 (FA: 2016),25,6,"$61,500,000","$10,250,000"
2,Patrick Willis,Inside Linebacker,2010-2016 (FA: 2017),25,5,"$50,000,000","$10,000,000"
4,Karlos Dansby,Inside Linebacker,2010-2014 (FA: 2015),28,5,"$42,100,000","$8,420,000"
5,Rolando McClain,Inside Linebacker,2010-2014 (FA: 2015),21,5,"$40,000,000","$8,000,000"
3,DeMeco Ryans,Inside Linebacker,2010-2015 (FA: 2016),25,6,"$46,800,000","$7,800,000"
6,Gary Brackett,Linebacker,2010-2014 (FA: 2015),29,5,"$33,000,000","$6,600,000"
9,Joey Porter,Linebacker,2010-2012 (FA: 2013),32,3,"$17,500,000","$5,833,333"
7,Derrick Johnson,Inside Linebacker,2010-2015 (FA: 2016),27,5,"$27,650,000","$5,530,000"
8,Brandon Chillar,Linebacker,2010-2013 (FA: 2014),27,4,"$21,000,000","$5,250,000"
11,Vernon Gholston,Linebacker,2010-2012 (FA: 2013),23,3,"$14,110,000","$4,703,333"
12,Scott Fujita,Linebacker,2010-2012 (FA: 2013),30,3,"$14,000,000","$4,666,667"
14,Tully Banta-Cain,Linebacker,2010-2012 (FA: 2013),29,3,"$13,500,000","$4,500,000"
15,Will Witherspoon,Outside Linebacker,2010-2012 (FA: 2013),29,3,"$11,000,000","$3,666,667"
33,Shawne Merriman,Linebacker,2010-2010 (FA: 2011),25,1,"$3,269,200","$3,269,200"
34,Thomas Davis,Linebacker,2010-2010 (FA: 2011),27,1,"$3,268,000","$3,268,000"
34,Barrett Ruud,Linebacker,2010-2010 (FA: 2011),26,1,"$3,268,000","$3,268,000"
16,Larry Foote,Inside Linebacker,2010-2012 (FA: 2013),29,3,"$9,300,000","$3,100,000"
10,Derrick Morgan,Outside Linebacker,2010-2014 (FA: 2015),24,5,"$15,395,010","$3,079,002"
42,Mike Vrabel,Linebacker,2010-2010 (FA: 2011),34,1,"$3,025,000","$3,025,000"
17,Jerod Mayo,Inside Linebacker,2010-2012 (FA: 2013),23,3,"$8,400,000","$2,800,000"
13,Sean Weatherspoon,Inside Linebacker,2010-2014 (FA: 2015),22,5,"$13,982,500","$2,796,500"
20,Isaiah Ekejiuba,Linebacker,2010-2011 (FA: 2012),28,2,"$5,400,000","$2,700,000"
18,Tim Dobbins,Inside Linebacker,2010-2012 (FA: 2013),27,3,"$7,900,000","$2,633,333"
44,Kirk Morrison,Linebacker,2010-2010 (FA: 2011),27,1,"$2,524,000","$2,524,000"
45,Stephen Tulloch,Inside Linebacker,2010-2010 (FA: 2011),25,1,"$2,521,000","$2,521,000"
24,Andra Davis,Linebacker,2010-2011 (FA: 2012),22,2,"$4,400,000","$2,200,000"
25,Ahmad Brooks,Outside Linebacker,2010-2011 (FA: 2012),25,2,"$4,250,000","$2,125,000"
27,Chris Gocong,Linebacker,2010-2011 (FA: 2012),26,2,"$4,000,000","$2,000,000"
29,Reggie Torbor,Linebacker,2010-2011 (FA: 2012),28,2,"$3,700,000","$1,850,000"
71,Brandon Johnson,Linebacker,2010-2010 (FA: 2011),26,1,"$1,759,000","$1,759,000"
71,Corey Mays,Linebacker,2010-2010 (FA: 2011),26,1,"$1,759,000","$1,759,000"
71,D'Qwell Jackson,Inside Linebacker,2010-2010 (FA: 2011),26,1,"$1,759,000","$1,759,000"
71,Rocky McIntosh,Outside Linebacker,2010-2010 (FA: 2011),27,1,"$1,759,000","$1,759,000"
71,Ricky Brown,Linebacker,2010-2010 (FA: 2011),26,1,"$1,759,000","$1,759,000"
71,Thomas Howard,Linebacker,2010-2010 (FA: 2011),26,1,"$1,759,000","$1,759,000"
77,Chris Wilson,Linebacker,2010-2010 (FA: 2011),27,1,"$1,684,000","$1,684,000"
77,Akeem Jordan,Inside Linebacker,2010-2010 (FA: 2011),23,1,"$1,684,000","$1,684,000"
77,Jason Trusnik,Inside Linebacker,2010-2010 (FA: 2011),25,1,"$1,684,000","$1,684,000"
77,Nick Roach,Inside Linebacker,2010-2010 (FA: 2011),24,1,"$1,684,000","$1,684,000"
36,Bryan Scott,Outside Linebacker,2010-2011 (FA: 2012),28,2,"$3,250,000","$1,625,000"
22,Paris Lenon,Inside Linebacker,2010-2012 (FA: 2013),32,3,"$4,500,000","$1,500,000"
19,Andy Studebaker,Outside Linebacker,2010-2013 (FA: 2014),24,4,"$5,890,000","$1,472,500"
85,Pierre Woods,Linebacker,2010-2010 (FA: 2011),27,1,"$1,300,000","$1,300,000"
46,Nail Diggs,Linebacker,2010-2010 (FA: 2011),31,2,"$2,500,000","$1,250,000"
94,Keith Ellison,Linebacker,2010-2010 (FA: 2011),26,1,"$1,176,000","$1,176,000"
94,James Anderson,Outside Linebacker,2010-2010 (FA: 2011),26,1,"$1,176,000","$1,176,000"
