rank,player-name,year signed,age,year 2,value,average/year
1,Adrian Peterson,2015-2017 (FA: 2018),30,3,"$42,000,000","$14,000,000"
4,Marshawn Lynch,2015-2017 (FA: 2018),28,2,"$24,000,000","$12,000,000"
2,LeSean McCoy,2015-2019 (FA: 2020),26,5,"$40,000,000","$8,000,000"
2,DeMarco Murray,2015-2019 (FA: 2020),27,5,"$40,000,000","$8,000,000"
8,Shane Vereen,2015-2017 (FA: 2018),25,3,"$12,350,000","$4,116,667"
5,C.J. Spiller,2015-2018 (FA: 2019),27,4,"$16,000,000","$4,000,000"
5,Mark Ingram,2015-2018 (FA: 2019),25,4,"$16,000,000","$4,000,000"
9,Frank Gore,2015-2017 (FA: 2018),31,3,"$12,000,000","$4,000,000"
10,Ryan Mathews,2015-2017 (FA: 2018),27,3,"$11,000,000","$3,666,667"
7,Todd Gurley,2015-2019 (FA: 2020),20,4,"$13,823,183","$3,455,796"
13,Donald Brown,2015-2016 (FA: 2017),28,2,"$6,500,000","$3,250,000"
12,Justin Forsett,2015-2017 (FA: 2018),29,3,"$9,000,000","$3,000,000"
15,Danny Woodhead,2015-2016 (FA: 2017),29,2,"$5,500,000","$2,750,000"
11,Melvin Gordon,2015-2019 (FA: 2020),22,4,"$10,669,773","$2,667,443"
29,Fred Jackson,2015-2015 (FA: 2016),33,1,"$2,600,000","$2,600,000"
33,Reggie Bush,2015-2015 (FA: 2016),30,1,"$2,500,000","$2,500,000"
18,Roy Helu,2015-2016 (FA: 2017),26,2,"$4,100,000","$2,050,000"
19,DeAngelo Williams,2015-2016 (FA: 2017),31,2,"$4,000,000","$2,000,000"
41,Chris Johnson,2015-2015 (FA: 2016),29,1,"$2,000,000","$2,000,000"
41,Bilal Powell,2015-2015 (FA: 2016),26,1,"$2,000,000","$2,000,000"
20,Trent Richardson,2015-2016 (FA: 2017),24,2,"$3,850,000","$1,925,000"
90,Bobby Rainey,2015-2015 (FA: 2016),27,1,"$1,542,000","$1,542,000"
